ID_Joke;RandomNumber;Word1;Word2;Word3;Word4;Joke;CounterJokes;CumulJoke;DateEntry;RF_Language;RF_Source;language
72;17;frontière;douanier;Whisky?;;"Un monsieur, très pressé, passe la frontière. Le douanier l´interroge:
- Cognac? Whisky? Pastis?
- Non merci, mon brave, fait le voyageur. Je ne bois jamais le matin.";0;2;;3;3;f
71;0;;;;;"Deux bonnes soeurs, qui font du stop, sont prises à bord d´une superbe Mercedes par une prostituée.
- Dites donc, s´extasie une des religieuses, ça doit coûter cher, une voiture comme ça?
- Quinze nuits d´amour avec un prince arabe.
- Et ce vison?
- Un week-end à l´Alpe d´Huez, avec un important homme d´affaires américain.
Les deux religieuses se regardent, avec consternation.
- Eh bien,s´écrie l´une d´elles avec ses portes-clés publicitaires, monsieur le";0;0;;3;3;f
70;113;automobiliste;motard;orthographe;;"Une jeune automobiliste, qu´un motard a fait stopper, au bord de l´autoroute, à la suite d´un excès de vitesse, se penche au-dessus de son épaule, tandis qu´il rédige son procès-verbal.
- Eh bien, ricane-t-elle, si moi j´ai besoin de prendre quelques leçons supplémentaires, dans une auto-école, vous vous feriez bien de vous inscrire à un cours d´orthographe!";0;2;11.07.1994 00:00;3;3;f
69;305;pompiste;plein gratuit;galaxie;;"Un astucieux pompiste affiche en énormes lettres:
"" ICI, PLEIN GRATUIT""
et, en-dessous, en lettres minuscules, il précise:
""Pour tous les véhicules immatriculés dans une autre galaxie.""";0;1;11.07.1994 00:00;3;3;f
68;304;garçon;locomotive;SNCF;;"Excédé par le vacarme que fait son petit garçon, qui joue depuis des heures à la locomotive, un monsieur saisit son téléphone et appelle:
- Allô, la SNCF? Vous êtes mon dernier espoir. Pour quand prévoyez-vous la prochaine grève?";0;2;11.07.1994 00:00;3;3;f
67;305;déluge;baigneurs;Noé;;"Sous un véritable déluge, un plaisantin et sa femme attendent le car qui ramène de la plage les baigneurs jusqu´à la ville.
Quand le véhicule stoppe devant lui, le farceur demande au conducteur:
- Alors, Noé, l´arche n´est pas pleine?
- Non, répond le chauffeur. Il y a encore place pour un couple d´ânes.";0;1;11.07.1994 00:00;3;3;f
65;328;couple cinquantaine;croisières;;;"Un couple dans la cinquantaine se présente au bureau d´une agence de voyages.
- Nous sommes intéressés, dit le mari, par vos croisières autour du monde...En auriez-vous deux, dans des directions différentes?";0;1;11.07.1994 00:00;3;3;f
76;213;contrôleur;billet;Bordeaux;Nantes;"Le contrôleur dit à une vieille dame:
- Votre billet est pour Bordeaux. Or ce train va à Nantes.
- Ça, c´est ennuyeux, grommelle la voyageuse. Et ça arrive souvent au chauffeur de se tromper comme ça?";0;3;;3;3;f
103;113;erste Nacht;dritten Abend;Mann von der Straße;;"Die junge Frau ist gespannt auf die erste Nacht. Zu ihrer großen Enttäuschung geschieht nichts. Auch am zweiten Abend nicht. Am dritten Abend richtet sie sich im Bett wütend auf und sagt: «Wenn du heute nicht kommst, hole ich mir einen Mann von der Straße, aber einen richtigen.»
Meint der Eheman strahlend: «Gute Idee - bring mir auch einen mit.»";0;8;;1;4;d
102;87;lieben;alter Mann;junger Mann;;"«Von wem läßt du dich lieber lieben, von einem alten oder von einem jungen Mann?» fragte die Freundin in einem intimen Gespräch.
«Mir ist das eigentlich ganz egal», gesteht die Gefragte, «der alte braucht zwei Stunden, und der junge will zwei Stunden!»";0;4;;1;4;d
101;229;Tanz;Mädchen;Bude;Ohrfeige;"Mit einer artigen Verbeugung fordert Peter eine junge Dame zum Tanz auf, tanzt leidenschaftlich, spricht aber nicht ein Wort. Nach dem zweiten Tanz packt er das Mädchen brutal am Arm und zieht es von der Tanzfläche. «Genug getanzt, komm auf meine Bude!»
Die junge Dame verpaßt Peter vor allen Leuten eine schallende Ohrfeige: «Sie Flegel, Sie! Sind Sie zu allen Mädchen so unverschämt?»
«Ja, warum?» fragt Peter.
«Dann bekommen Sie also laufend Ohrfeigen?»
«Teilweise ja», gesteht Peter. «Aber im allgemeinen gehen doch mehr mit auf die Bude.»";0;6;;1;4;d
124;376;Kreuzworträtsel;Vakuum;Kopf;;"Beim Kreuzworträtsellösen fragt Inspektor Krause seinen Kollegen im Büro: «Was ist eigentlich ein Vakuum?»
«Mein Gott, Herr Kollege, ich hab´s im Kopf - aber ich komme nicht drauf.";0;7;;1;5;d
111;358;Polizeibericht;überwältigen;;;"Aus dem Polizeibericht:
«Der Täter hatte die junge Frau überwältigt und war im Begriff, sich an ihr zu vergehen. Glücklicherweise kam ihm die Polizei zuvor.»";0;9;;1;5;d
113;161;Beamte;Schnecke;verfolgen;;"Wütend schlägt ein Beamter im Gartenbauamt eine Schnecke tot.
«Warum tust du das?» empört sich ein Kollege.
«Das aufdringliche Ding verfolgt mich schon den ganzen Tag!»";0;5;;1;5;d
115;175;Dienstbesprechung;Bürgermeister;schlafen;;"Langweile bei der Dienstbesprechung im Rathaus.
Stößt ein Beamter seinen Kollegen an und flüstert: «Schau mal, der zweite Bürgermeister schläft schon!»
Entrüstet sich der Nachbar: «Und deshalb weckst du mich?»";0;9;;1;5;d
116;229;Ostfriesland;Streckenwärter;Frankfurt;;"In Ostfriesland wird ein neuer Streckenwärter von der Bundesbahn eingestellt. Man gibt ihm zum Dienstantritt eine Kanne Öl und sagt ihm, daß er die Verschraubungen der Schienen zu ölen hat. Danach ist er verschollen.
Nach ein paar Wochen kommt ein Telegramm von ihm: «Schickt Öl. Bin in Frankfurt.»";0;6;;1;5;d
117;379;Tourist;Rathaus;12 Uhr;;"Ein Tourist ist begeistert vom alten Rathaus der Stadt. Er fragt einen Passanten: «Sagen Sie, was sind das für eigentümliche Gestalten an den Fenstern?»
«Warten Sie bis 12 Uhr. Wenn sie sich dann bewegen, sind es die Beamten.»";0;6;;1;5;d
118;17;Behörden;Mittagspause;anlernen;;"Warum darf bei den städtischen Behörden nur zehn Minuten Mittagspause gemacht werden?
Weil sonst die Beamten erst wieder neu angelernt werden müßten.";0;7;;1;5;d
119;212;Aquarium;Fische;Büro;;"«Mein Hobby ist das Aquarium. Ich kann stundenlang die exotischen Fische beobachten.»
«Und was sagt Ihre Frau dazu?»
«Die interessiert überhaupt nicht, was ich im Büro mache.»";0;4;;1;5;d
120;161;Polizist;blasen;;;"Polizist: «Blasen Sie bitte in diese Tüte!»
«Nein!»
Sie wollen nicht?
«Nein!»
«Wenn Sie nicht gleich blasen, Mann, dann tu´ich´s für Sie- und dann sind Sie dran!»";0;6;;1;5;d
121;161;Affen;Fisch;Robben;;"Zwei Affen unterhalten sich im Zoo.
«Wie kommt es eigentlich, daß du immer Fisch statt Bananen bekommst?»
«Ganz einfach, ich sitze auf einer Planstelle sür Robben.»";0;6;;1;5;d
110;91;Zirkusdirektor;Polizeirevier;Kennzeichnen;;"Der Zirkusdirektor meldet beim Polizeirevier: «Uns ist ein Elefant entlaufen.»
«Irgendwelche besonderen Kennzeichen?» fragt der dienstuende Beamte.";0;3;;1;5;d
123;113;Kannibalen;Magen;Beamte;Rückgrat;"Zwei Kannibalenhäuplinge sitzen beim Essen. «Ich weiß nicht», sagt der eine, «was mit meinem Magen los ist. Er verträgt das viele Fleisch nicht mehr.»
Darauf der andere: «Da kann ich dir einen guten Rat geben. Versuche doch mal, nur noch Beamte zu verspeisen. die sind unbeschreiblich zart, weil sie kein Rückgrat haben.»";0;5;;1;5;d
112;262;Vertreter;Rechenmaschine;Vollidiot;Amtsrat;"Ein Vertreter führt im Finanzamt eine neuartige Rechenmaschine vor. Er preist sie an: «Sie ist so großartig, mit ihr kommt jeder Vollidiot zurecht.»
Fragt der Amtsrat eifrig: «OH, darf ich mal probieren?»";0;4;;1;5;d
125;175;arbeiten;Büro;Gummisohlen;;"«Warum arbeiten sie nie, wenn ich Ihr Büro betrete?» fragt der Amtsrat den Obersekretär.
«Weil Sie Gummisohlen tragen», kommt die prompte Antwort.";0;7;;1;5;d
126;382;Beamter;Obliegenheiten;zwei Stunden;;"Ein Beamter soll vor seiner Beförderung eine mögliche genaue Aufstellung über seine dienstliche Obliegenheiten einreichen. Er grübelt lange, aber die Liste ist ziemlich dürftig.
So schreibt er zum Schluß:« Vom Eintreffen einer Verfügung bis zum Begreifen zwei Stunden.»";0;11;;1;5;d
129;305;Kulturamt;Arbeit;vier Beamte;;"«Viel zu tun im Kulturamt?»
«Ach bewahre! Wenn wir nicht so intelligent wären, wüßten wir gar nicht, wie wir das bißchen Arbeit auf vier Beamte aufteilen sollten!»";0;9;;1;5;d
127;174;Bauämter;Köln/Los Angeles;Formulare;;"Die städtischen Bauämter von Köln und Los Angles haben eine Wette abgeschlossen, in welchem Amt schneller der Plan eines vierzehnstöckigen Hochhauses angefertigt wird. Schickt man aus Los Angeles ein Telegramm: «Noch vierzehn Tage, und wir sind fertig!»
Kommt aus Köln prompt die Antwort: «Noch vierzehn Formulare, und wir fangen an!»";0;4;;1;5;d
128;229;Einwohnermeldeamt;;buchstabieren;;"Im Einwohnermeldeamt. Ein Mann tritt ein.
Beamter: «Ihr Name?»
«Rycznovczes»
Ach ja!
Der Nächste: «Ihr Name?»
«Ibn mel Ach Nehemed»
«Ach ja!»
Der Nächste: «Ihr Name?»
Müller
«Moment, buchstabieren Sie bitte!»";0;3;;1;5;d
107;91;Eignunsprüfung;Beamtenlaufbahn;Verlust oder Profit;;"Bei der Eignungsprüfung für die höhere Beamtenlaufbahn wird ein Bewerber gefragt: «Jemand kauft eine Ware für 12.50 Mark und verkauft sie für 10.80 Mark weiter. Hat er Verlust oder Profit gemacht?»
Der Kandidat: «Bei den Märkern hat er etwas verloren, aber bei den Pfennigen hat er enorm gewonnen.»";0;4;;1;5;d
122;125;Oberinspektor;Kopfschmerzen;Kopf geröngt;;"Oberinspektor Müller hat dauernd Kopfschmerzen. Er läßt sich im Krankenhaus untersuchen und erzählt den Kollegen:
«Man hat dort meinen Kopf geröntgt, es wurde aber nichts gefunden.»
Meint ein Mitarbeiter: «Haben Sie etwas anderes erwartet?»";0;4;;1;5;d
133;233;dicke Frau;Kugelstoßer;;;"«Schauen Sie, die Frau dieses Sportlers ist ja dick und rund wie´ne Kugel.»
«Ja und? Ihr Mann ist ja schließlich Kugelstoßer!»";0;;;1;5;d
106;213;Tochter;Amtmann Müller;Statisten;;"Die Tochter von Amtmann Müller: ""Mutti, hier in der Zeitung steht, daß das Theater Statisten sucht. Was sind Statisten?""
«Statisten sind Leute, die nur herumstehen und nichts zu sagen haben»
«Oh, das wäre doch etwas für Papa!»";0;5;;1;5;d
105;212;Beamten;Astronauten;Fehler;;"Was haben Beamte und Astronauten gemeinsam?
Wenn sie unten sind und machen einen Fehler, dann kommen sie nie nach oben.
Sind sie aber erst mal oben und machen einen Fehler, dann kommen sie nie wieder runter!";0;3;;1;5;d
104;174;Direktor;Irrenhaus;Sekretärin;;"Der Direktor im Einwohnermeldeamt tobt: « Das halte ich nicht mehr aus! Das ist ja hier das reinste Irrenhaus!»
Flüstert seine Sekretärin verschüchtert: «Nun mit dem Unterschied, daß in einem Irrenhaus der Direktor normal ist.»";0;5;;1;5;d
130;285;Aufruf;Solidarität;aufwachen;;In einem Aufruf werden die Beamten zu mehr Solidarität und Zusammenhalt mit den Worten aufgefordert: «Beamte, wacht auf!»;0;8;;1;5;d
131;259;Müller;Massachusetts;woandershin;;"Herr Müller will nach Massachusetts auswandern und bemüht sich um einen Auslandspaß.
«Wohin wollen Sie?» fragt ihn der Beamte.
«Nach Massachusetts»
Der Beamte krault sich verlegen hinter dem Ohr, fragt dann beklommen: «Hören Sie, wollen Sie nicht lieber woandershin auswandern?»";0;4;;1;5;d
114;304;Beamte;Urlaub;9 Wochen;;"Fragt Frau Witte den Beamten Meier: «Wie lange haben Sie eigentlich Urlaub?»
«Neun Wochen»
«Was? So lange?»
«Ja wissen Sie: Zuerst habe ich vier Wochen, dann macht mein Chef fünf Wochen Ferien.»";0;7;;1;5;d
132;329;olympisches Dorf;Einbrecher;Sprinter;;"Im olympischen Dorf ist eingebrochen worden.
«Sie haben also den Einbrecher noch gesehen, bevor er die Flucht ergriff ?» fragt der Polizeikommissar den Sportler.
«So ist es»
«Aber Sie sind doch Sprinter, und trotzdem sind Sie dem fliehenden Einbrecher nicht nachgelaufen?»
«Klar bin ich das! Ich konnte ihn sogar ziemlich bald überholen und behielt lange die Führung. Aber stellen Sie sich vor: Als ich mich nach einiger Zeit umdrehte, war der Kerl plötzlich verschwunden.»";0;;;1;5;d
109;353;Beamte;Trottel;Riesenrindvieh;Chef;"Zwei Beamte streiten sich. «Sie sind der größte Trottel!» ruft der eine.
«Und Sie ein Riesenrindvieh,» schreit der andere.
Mischt sich der anwesende Chef ein: «Meine Herren, Sie vergessen ganz, daß ich auch noch da bin.»";0;7;;1;5;d
108;161;arbeiten;Behörde;entlassen;;"«Wie lange arbeiten Sie schon bei dieser Behörde?»
«Seit man mir gedroht hat, mich zu entlassen!»";0;6;;1;5;d
86;125;hospital;vacaciones;;;"Y a tí, por qué te trajeron al hospital?
- Por error.
- No estás enfermo?
- No, pero no se lo digas a nadie que me echaras a perder las vacaciones.";0;2;;2;6;s
90;231;fracturas;suegra;balcon;;"- Y usted cómo se hizo tantas fracturas?
- Por una falta de apreciación.
- Le atropellaron y usted no se percató del peligro?
- No, lo que pasa es que mi suegra no me apreciaba y me tiró por el balcón de su ático.";0;6;;2;6;s
89;161;tarado;conducir;;;"- Doctor, quedaré tarado?
- Pues por la forma en que conducía, creo que ya lo estaba antes, así que ánimo.";0;5;;2;6;s
88;290;hospital;andar;;;"- Doctor, y el hospital está muy lejos de mi casa?
- No se preocupe, señor Pérez, le aseguro que no tendrá que volver a casa andando.";0;3;;2;6;s
87;238;pierna izquierda;zapatos;;;"- Jo! me han cortado la pierna izquierda en lugar de la derecha.
- Eso sí que es grave.
- Y tanto! Dime que voy a hacer ahora con todos los zapatos izquierdos que me había comprado.";0;2;;2;6;s
152;263;Hämorrhoiden;Gesicht;;;"Der Arzt: ""Machen Sie sich frei, drehen Sie sich bitte um und bücken Sie sich !""
Dann untersucht er den Patienten und sagt:
""Sie haben Hämorrhoiden !""
Der Patient richtet sich auf und meint:
""Sagen Sie, Herr Doktor, haben Sie sich nicht getraut, mir das ins Gesicht zu sagen?!"".";0;3;21.01.1996 00:00;1;7;d
153;290;Tränen;Waage;zu klein;;"Die wohlbeleibte Frau steht mit Tränen in den Augen auf der Waage.
Ihr Hausarzt tröstet sie:
""Gnädige Frau, Sie sind nicht zu schwer, Sie sind nur für Ihr Gewicht zu klein.""";0;3;21.01.1996 00:00;1;7;d
154;213;Nachwuchs;Geschlechtsorgan;Zunge;;"Herr Kreibich beklagt sich bei seinem Hausarzt, daß nach zweijähriger Ehe noch kein Nachwuchs da ist.
""Ja"", meint der Arzt, ""da werden wir schnell feststellen, woran das liegt. Zeigen Sie mir mal bitte Ihr Geschlechtsorgan.""
Herr Kreibich streckte dem Arzt die Zunge heraus.";0;2;21.01.1996 00:00;1;7;d
155;353;Weihnachtsfest;Zuckergehalt;essen;;"Vor dem Weihnachtsfest hat Frau Nederling wieder einen höheren Zuckergehalt im Blut. Sagt die Patientin:
""Verdammtes Weihnachtsgebäck! Es war wieder einmal alles leicht angebrannt, und ich habe mich geopfert und es gegessen !""";0;4;21.01.1996 00:00;1;7;d
156;260;Apotheke;Waage;Groschen;;"Eine sehr attraktive junge Dame kommt in die Apotheke und sieht in der Ecke eine Waage stehen.
Sie verlangt einen Groschen, wiegt sich und schreit entsetzt auf. Rasch verlangt sie noch einen Groschen, legt Mantel und Hut ab und wiegt sich von neuem. Sie zieht Schuhe und Pullover aus, nimmt den nächsten Groschen und betritt abermals die Waage.
Da kommt der Apotheker, stellt sich neben sie und sagt:
""Machen Sie nur weiter, schönes Fräulein, ab jetzt geht es auf Kosten des Hauses.""";0;3;21.01.1996 00:00;1;7;d
157;161;Operationstisch;16 Operation;;;"Der Patient liegt auf dem Operationstisch und zittert vor Angst.
Der Chirurg beruhigt ihn: ""Aber Herr Hübner, haben Sie doch keine Angst. Das ist meine sechzehnte Operation - und einmal muß sie doch gelingen, nicht wahr?""";0;3;28.01.1996 00:00;1;7;d
158;125;Geschlechtsarzt;Schauspieler;;;"Der Haut- und Geschlechtsarzt hat den Patienten untersucht und fragt:
""Was sind Sie denn von Beruf?""
""Ich bin Schauspieler am Stadttheater und spiele den ersten Liebhaber!""
""Ich muß Ihnen sagen, in diesem Fall waren Sie es nicht!""";0;6;28.01.1996 00:00;1;7;d
165;260;Benzol;Lederhandschuhen;;;"""Das Benzol"", doziert der Professor schmunzelnd, ""hat einen eigenartigen Geruch. Eine Dame hat mir einmal gesagt, es röche...""
""Nach gewaschenen Lederhandschuhen"", ruft ein Student aus der letzten Reihe. 
Der Professor sieht den Zwischenrufer höchst erstaunt an und fragt:
""Wie - kennen Sie die Dame etwa auch?""";0;3;28.01.1996 00:00;1;7;d
149;161;lauwarmes Wasser;keine Zeit;;;"Der Arzt empfiehlt seinem Patienten jeden Morgen auf nüchternen Magen ein Glas lauwarmes Wasser zu trinken.
""Dazu habe ich keine Zeit, Herr Doktor"", sagt der Patient.
""Wieso denn nicht? Das ist doch eine Sache von Sekunden!""
""Das kann schon sein, aber bei mir wird es mindestens eine halbe Stunde dauern, bis ich mich dazu entschließe.""";0;1;21.01.1996 00:00;1;7;d
160;213;Fieber 57 Grad;Feuerwehr;;;"Herr Krumnickel erkrankt, und seine junge, hübsche Frau ruft aufgeregt den Arzt: 
""Herr Doktor! Kommen Sie sofort! Ich habe bei meinem Mann das Fieber gemessen! Er hat - glaube ich - warten Sie - ich glaube, es waren 57 Grad!""
""57 Grad?"" wundert sich der Arzt. ""Dann wäre es wohl besser, Sie riefen die Feuerwehr.""";0;1;28.01.1996 00:00;1;7;d
140;161;Manneskraft;Phosphorpräparat;;;"Kommt Herr Trautwein zum Arzt und klagt:
""Herr Doktor, meine Manneskraft läßt zu wünschen übrig, können Sie mir nicht ein Mittel geben?""
""Ich werde Ihnen ein Phosphorpräparat verschreiben"", meint der Arzt.
""Nun, damit wir uns richtig verstehen, Herr Doktor, ich will nicht, daß er leuchtet.""";0;1;15.01.1996 00:00;1;7;d
164;371;Toilenttenpapiers;Arsch;farbenblind;;"In der Materialbeschaffungsstelle der Klinik diskutieren die Sachbearbeiter über die Farbe des anzuschaffenden Toilettenpapiers.
Der eine stimmt für rotes und der andere für grün-geblümtes. 
Da meint der dritte:
""Es tut mir leid, meine Herren - Sie mögen das frivol finden, aber mein Arsch ist farbenblind!""";0;5;28.01.1996 00:00;1;7;d
163;341;Apothekerin;traümen;;;"""So, da bin ich schon wieder"", sagt Herr Fränzel zu der jungen, hübschen Apothekerin.
""Können Sie denn immer noch nicht schlaffen?""
""Nein, das ist es eben. Ich träume dauernd von Ihnen, aber immer wieder anders. Und deswegen bin ich gekommen, um zu sehen, wie Sie wirklich sind.""";0;6;28.01.1996 00:00;1;7;d
162;387;Pfarrer;Hoffnung;;;"Bei der Hochzeitszeremonie wendet sich der Pfarrer an die Braut:
""Und nun zu Ihnen, liebe Braut. Daß Sie stark im Glauben sind, das hoffen wir. Daß Sie stark in der Liebe sind, das wissen wir. Und daß Sie stark in der Hoffnung sind, das sehen wir.""";0;2;28.01.1996 00:00;1;7;d
161;161;78jährige Patientin;Jungfrau;;;"Der praktische Arzt hat die 78jährige Patientin Frau Walmroth wegen Unterleibsschmerzen an einen Gynäkologen überwiesen. Nach der Untersuchung stellt dieser überrascht fest, daß sie noch Jungfrau ist.
""Sagen Sie, Frau Walmroth, waren Sie nicht verheiratet?""
""Schon, schon, Herr Doktor, sogar dreimal! Zum erstenmal mit einem Architekten, der immer nur plante, zum zweitenmal mit einem Musiker, der nur spielte, und zum drittenmal mit einem Maurer, der immer sagte, wir fangen morgen an -  bis er starb. """;0;1;28.01.1996 00:00;1;7;d
159;379;Bauer;Kondome;;;"Nachdem in zehn Ehejahren in der Bauernfamilie zehn Kinder zur Welt gekommen waren, ging der Bauer zum Arzt, um sich beraten zu lassen.
""Ja, mein Lieber, Sie scheinen hinter dem Mond zu leben"", meinte der Arzt und verschrieb ihm für alle Fälle eine Großpackung Kondome.
Als der Abend kam, rief seine Frau ungeduldig im Bett:
""Väterchen, wo bleibst du denn?""
""Das verdammte Zeug, was mir der Arzt verschrieben hat"", fluchte der Bauer von nebenan, ""49 habe ich drüber, aber der 50. geht nicht drauf!""";0;4;28.01.1996 00:00;1;7;d
139;161;Gynäkologe;Kinderzimmer;;;"Nachdem der Gynäkologe die junge Patientin untersucht hatte, fragte er:
""Was ist Ihr Mann von Beruf?""
""Architekt.""
""Interessant. Er hat bei Ihnen den Grundstein für ein Kinderzimmer gelegt.""";0;3;15.01.1996 00:00;1;7;d
150;304;Moped;Dackel;regnen;;"Ein junger Mann saust auf einem Moped an der psychiatrischen Klinik vorbei. Plötzlich läuft ihm ein Dackel in den Weg. Ein Stoß, und der arme Hund fliegt in einem hohen Bogen über die Anstaltsmauer. Dort gehen zwei Patienten spazieren. Der eine schaut auf und sagt: "" Es wird regnen; die Dackel fliegen heute so niedrig.""";0;3;21.01.1996 00:00;1;7;d
151;213;Maske;Operationstisch;;;"""Nehmen Sie ruhig die Maske ab, Herr Doktor"", sagt der Patient auf dem Operationstisch"" ich habe Sie längst erkannt !""";0;1;21.01.1996 00:00;1;7;d
135;175;Kopfschmerzen;Heiligenschein;;;"Der Patient macht einen niedergeschlagenen Eindruck und klagt über große Kopfschmerzen. Der Arzt untersucht ihn zuerst und fragt dann: ""Rauchen Sie viel?""
""Aber nein, Herr Doktor, keine einzige Zigarette.""
""Und wie ist es mit dem Trinken?""
""Um Gottes willen, wo denken Sie hin?""
""Ja, und Frauengeschichten?""
""Aber ich bitte Sie, Herr Doktor, für was halten Sie mich denn!""
""Wenn ich es mir so richtig überlege"" sagt der Arzt grüblerisch, ""dann wird es nur daran liegen, daß Ihr Heiligenschein zu eng sitzt.""";0;1;12.01.1996 00:00;1;7;d
136;175;Medizinstudent;Zettel;Nachbarin;;"Im Hörsaal schiebt ein verliebter Medizinstudent seiner Nachbarin einen Zettel zu:
""Willst Du dasselbe wie ich?""
Sie schiebt den Zettel mit ihrer Antwort zurück:
""Ja - aber nicht mit Dir""";0;2;13.01.1996 00:00;1;7;d
138;213;Psychiater;Minderwertigkeitskomplexe;;;"Herr Marquard war zum drittenmal zur Behandlung beim Psychiater, als er zu ihm sagte:
""So, Doktorchen, Sie altes Arschloch, jetzt sind meine Minderwertigkeitskomplexe verschwunden!""";0;1;14.01.1996 00:00;1;7;d
141;213;Telefonnummer;Stethoskop;;;"""Und jetzt wiederholen Sie mehrmals Ihre Telefonnummer"", sagte der Arzt, als er die sehr attraktive Patientin mit dem Stethoskop abhörte.";0;2;16.01.1996 00:00;1;7;d
142;336;Chirurg;plastische Operation;Rechnung;;"Der Chirurg macht bei einer Dame eine plastische Operation. Er verpaßt ihr ein  neues Profil, eine schmale Nase, beseitigt sämtliche Falten, läßt das Doppelkinn verschwinden und der Mund bekommt eine zarte Linie.
Als fast alles fertig ist, fragt die Dame: ""Herr Doktor, könnten Sie mir auch große, ausdrucksvolle Augen machen?""
""Aber natürlich, gnädige Frau, einen Moment"", sagt der Chirurg und ordnet seiner Sekretärin an: ""Schreiben Sie der gnädigen Frau bitte die Rechnung!"".";0;7;16.01.1996 00:00;1;7;d
143;213;Apotheke;Rattengift;;;"Ein Mann kommt in die Apotheke:
""Haben Sie Rattengift?""
""Aber sicher....für wieviel Personen?""";0;3;17.01.1996 00:00;1;7;d
144;175;Arzt;Kiefer;Jahr;;"Beim Arzt läutet das Telefon. Er hebt den Hörer ab, und eine leise Stimme sagt: ""Herr Doktor, meine Frau hat sich den Kiefer ausgerenkt, und deswegen möchte ich Sie bitten, vorbeizukommen, wenn Sie im Laufe des nächsten Jahres in der Gegend sein sollten...""";0;3;17.01.1996 00:00;1;7;d
145;358;Sekretärin;Hautarzt;Gonorrhö;;"Eine Sekretärin läßt sich beim Arzt für Haut- und Geschlechtskrankeiten untersuchen.
""Ja"", meint der Arzt, ""das ist ohne Zweifel eine Gonorrhö.""
""Ich glaube, Herr Doktor, das kommt bestimmt davon, daß ich mich bei dem Streß heftig am Schreibtisch gestoßen habe.""
""Nun ja, am Schreibtisch wohl weniger, es wird wohl ein Sekretär gewesen sein.""";0;4;19.01.1996 00:00;1;7;d
146;213;Schlaf;später aufwachen;;;"""Sagen Sie mir, Herr Doktor, wenn ich aus dem Schlaf erwache, dann dreht sich mir eine halbe Stunde lang der Kopf. Was soll ich machen?""
""Wachen Sie am besten immer erst eine halbe Stunde später auf!""";0;4;19.01.1996 00:00;1;7;d
147;260;Psychiater;Mädchen;erinnern;;"""Herr Doktor, mit mir ist etwas nicht in Ordnung!"" beschwert sich der zweiundneunzigjährige Herr Grünlich beim Psychiater. ""Ich laufe dauernd hinter jungen Mädchen her!""
""Aber das ist doch ganz natürlich, Herr Grünlich!"" beruhigt ihn der Arzt.
""Nun ja - aber ich kann mich nicht erinnern, weswegen!"".";0;3;21.01.1996 00:00;1;7;d
148;161;Tinktur;Augen;Magen;;"""Und von dieser Tinktur nehmen Sie jeden Morgen drei Tropfen in die Augen!""
""Auf nüchternen Magen, Herr Doktor?""";0;3;21.01.1996 00:00;1;7;d
137;371;schöne Frau;Sprechstunde;scheiden;;"Eine sehr junge und schöne Frau kommt in die Sprechstunde und klagt:
""Herr Doktor, ich bin dauernd nervös, gereizt und leide ans Schlaflosigkeit.""
Der Arzt untersucht sie gründlich und meint mit einem Lächeln:
""Das ist nichts Ernstes, gnädige Frau. Sie müssen so schnell wie möglich heiraten!""
""Aber Herr Doktor, ich bin doch verheiratet!""
""Dann lassen Sie sich scheiden!"".";0;3;14.01.1996 00:00;1;7;d
3;285;professeur;culture;marmelade;étaler;"Un professeur de lycée demande à ses élèves:
 - Quelle est la différence entre la culture er la marmelade ?
Et comme personne ne trouve, il explique:
- Il n´y en a pas. L´une et l´autre, moins on en a, plus on a tendance à l´étaler.";0;2;;3;8;f
7;305;piéton;chauffard;numéro;indicatif départemental;"Un piéton, traversant hors des clous en lisant un gros livre de mathématiques, avait été bousculé par un chauffard qui s´était enfui.
- Monsieur le professeur, lui demande un agent quile connaissait, avez-vous eu au moins le temps de noter le numéro de ce sauvage ?
- Pas exactement mais j´ai remarqué que la racine carrée de l´indicatif départemental était égale à la moitié des deux premiers chiffres, multipliée par le quart des deux suivants, préalablement inversés.";0;1;01.03.1994 00:00;3;8;f
10;161;ignorance;apercevoir;;;L´ignorance, dit un professeur à ses grands élèves, ce n´est pas quand vous ne savez pas quelque chose. C´est quand vous ne savez pas quelque chose- et que quelqu´un s´en apercoit.;0;5;01.03.1994 00:00;3;8;f
9;305;thermomètre;instituteur;;;"Quelle est la différence entre un thermomètre et un instituteur ?
Réponse: il n´y en a pas. On tremble quand l´un et l´autre marquent zéro.";0;1;01.03.1994 00:00;3;8;f
8;353;prof de mathématiques;maillot de bain;cravate = f 850;;"Un professeur de matématiques regarde, sans aménité, le minuscule maillot de bain que vient d´acheter sa femme.
- Si je considère son prix d´achat, lui dit-il, que je le divise par sa surface, puis que je multiplie le résultat obtenu par la surface, également exprimée en centimètres carrés, de ma cravate, je trouve que celle-ci devrait valoir environ 850 F.";0;1;01.03.1994 00:00;3;8;f
6;304;professeur;tête;estomac;remplir;- Quel dommage, soupire un professeur de lycée, que notre tête ne fonctionne pas comme notre estomac. Imaginez-vous ce qu´on serait instruit si une tête vide réagissait comme un estomac vide, en ne laissant pas de repos à son propriétaire jusqu´à ce qu´il la remplisse ?;0;4;01.03.1994 00:00;3;8;f
