"ID_Word_I";"Word";"TypeOfWord";"Artikel_ref";"Nature_ref";"Sentence";"F-translation";"DateEntryWord";"DateSource";"Source_ref";"TitleOfArticle";"Definition_I";"RandomNumber";"CounterWord";"CumulWord";"Gramm"
73;"sorrèggere";;;0;"È possibile affermare che più o meno tutte le forze motivazionali che sorreggono l´agire umano, anche quelle più intime e private, sono state associate all´immagine dei prodotti, presentate come possibili gratificazioni fornite dal loro possesso, e quindi";"vt. (pr. e fig.) soutenir";6.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
74;"urtàre";;;0;"Il codice non vieta il ricorso all´erotismo in assoluto, ma solo quelle utilizzazioni della pulsione sessuale che possano risultare volgari, indecenti, urtare la sensibilità dei consumatori e il loro senso del pudore.";"vt. heurter, cogner
tamponner, accrocher: - un´auto
(fig) choquer: - la sensibilità di q.";6.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
75;"istànza";;"l´";0;"L´istanza sottolineava la gratuità dell´utilizzazione di tali particolari anatomici rispetto al prodotto, puntualizzando che nulla ci sarebbe da obiettare sulla presentazione di un seno femminile per pubblicizzare una crema rassodante, mentre essa appare ";"l´instance, la demande: fare - per ottenere qc.
(dir.) l´instance, la requête, la demande: - di divorzio";6.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
76;"rassodàre";;;0;"L´istanza sottolineava la gratuità dell´utilizzazione di tali particolari anatomici rispetto al prodotto, puntualizzando che nulla ci sarebbe da obiettare sulla presentazione di un seno femminile per pubblicizzare una crema rassodante, mentre essa appare ";"vt. raffermir
(fig: consolidare) consolider, renforcer";6.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
77;"fuorviàre = forviàre";;;0;"L´istanza sottolineava la gratuità dell´utilizzazione di tali particolari anatomici rispetto al prodotto, puntualizzando che nulla ci sarebbe da obiettare sulla presentazione di un seno femminile per pubblicizzare una crema rassodante, mentre essa appare ";"vt. (pr e fig) fourvoyer, égarer";6.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
78;"liceità";;;0;"Nella pronuncia relativa il Giurì sostenne la liceità dell´uso del corpo umano nudo come veicolo di promozione pubblicitaria, sia in generale che per i prodotti in questione. Nella fattispecie, afferma la sentenza.....";"licéité";6.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
79;"nella fattispecie";;;0;"Nella pronuncia relativa il Giurì sostenne la liceità dell´uso del corpo umano nudo come veicolo di promozione pubblicitaria, sia in generale che per i prodotti in questione. Nella fattispecie, afferma la sentenza.....";"en l´espèce, en l´occurrence";6.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
80;"reputàre";;;0;"Ora, il Giurì reputa che, fintanto che il messaggio stabilisce una equivalenza fra la buccia vellutata della pesca ed il seno femminile con il capezzolo in evidenza, si rimane nell´ambito di una suggestione ormai talmente frequente da non destare eccessiv";"vt. 1. considérer: l´ho sempre reputato onesto
2. estimer: - indispensabile un viaggio";6.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
81;"bùccia";;"la";0;"Ora, il Giurì reputa che, fintanto che il messaggio stabilisce una equivalenza fra la buccia vellutata della pesca ed il seno femminile con il capezzolo in evidenza, si rimane nell´ambito di una suggestione ormai talmente frequente da non destare eccessiv";"la peau: la - della mela
la pelure, l´épluchure";6.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
82;"destàre";;;0;"Ora, il Giurì reputa che, fintanto che il messaggio stabilisce una equivalenza fra la buccia vellutata della pesca ed il seno femminile con il capezzolo in evidenza, si rimane nell´ambito di una suggestione ormai talmente frequente da non destare eccessiv";"vt. 1. (pr e fig) réveiller: - q. che dorme
2. (fig) éveiller, susciter: - la curiosità di q.
3. (fig) causer: - preoccupazioni";6.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
83;"capézzolo";;"il";0;"Ora, il Giurì reputa che, fintanto che il messaggio stabilisce una equivalenza fra la buccia vellutata della pesca ed il seno femminile con il capezzolo in evidenza, si rimane nell´ambito di una suggestione ormai talmente frequente da non destare eccessiv";"1. (di donna) le mamelon, le bouton
2. (di animale in genere) la tette";6.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
84;"fónte";;"la";0;"Un´ulteriore ampia fonte di istanze, appellantisi alle norme sull´indecenza e la volgarità, concerne l´uso di espressioni intonate ad ambiguità o a doppisensi alludenti all´area sessuale.";"la source: attingere acqua alla -; (fig) una - di informazione";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
85;"àmpio";;;0;"Un´ulteriore ampia fonte di istanze, appellantisi alle norme sull´indecenza e la volgarità, concerne l´uso di espressioni intonate ad ambiguità o a doppisensi alludenti all´area sessuale.";"agg 1. ample: vestito -
2. vaste, grand: un´ampia sala";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
86;"intonàto";;;0;"Un´ulteriore ampia fonte di istanze, appellantisi alle norme sull´indecenza e la volgarità, concerne l´uso di espressioni intonate ad ambiguità o a doppisensi alludenti all´area sessuale.";"agg. 1. (di voce) juste
2. (fig) assorti: un colore - a un altro, une couleur assortie à une autre";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
87;"allùdere";;;0;"Un´ulteriore ampia fonte di istanze, appellantisi alle norme sull´indecenza e la volgarità, concerne l´uso di espressioni intonate ad ambiguità o a doppisensi alludenti all´area sessuale.";"vi. faire allusion";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
88;"ambientazióne";;"l´";0;"Nel 1988 veniva sottoposta al Giurì la pubblicità delle caramelle Mental, basata su alcuni spot televisivi, una di ambientazione inglese e l´altra siciliana, in cui il protagonista pronunciava la frase ""Io ce l´ho profumato...l´alito"".";"1. l´acclimatation
2. la reconstitution: l´- storica di un  film";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
89;"sottopórre";;;0;"Nel 1988 veniva sottoposta al Giurì la pubblicità delle caramelle Mental, basata su alcuni spot televisivi, una di ambientazione inglese e l´altra siciliana, in cui il protagonista pronunciava la frase ""Io ce l´ho profumato...l´alito"".";"vt. soumettre";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
90;"àlito";;"l´";0;"Nel 1988 veniva sottoposta al Giurì la pubblicità delle caramelle Mental, basata su alcuni spot televisivi, una di ambientazione inglese e l´altra siciliana, in cui il protagonista pronunciava la frase ""Io ce l´ho profumato...l´alito"".";"1. l´haleine: avere l´- cattivo
2. (fig) souffle, frisson: un - di vento";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
91;"fraintèndere";;;0;"La scenetta del siciliano: l´uomo tutto pervaso dalla virilità caricaturale tipica di una stereotipata rappresentazione di sicilianità, la donna assai maliziosa sia quando fingeva di avere frainteso l´espressione del maschio (""Io ce l´ho profumato""), sia ";"vt. mal interpréter, mal comprendre";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
92;"precisazióne";;"la";0;"La scenetta del siciliano: l´uomo tutto pervaso dalla virilità caricaturale tipica di una stereotipata rappresentazione di sicilianità, la donna assai maliziosa sia quando fingeva di avere frainteso l´espressione del maschio (""Io ce l´ho profumato""), sia ";"1. la mise au point, la précision
2. (spiegazione) l´explication";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
93;"pervàdere";;;0;"La scenetta del siciliano: l´uomo tutto pervaso dalla virilità caricaturale tipica di una stereotipata rappresentazione di sicilianità, la donna assai maliziosa sia quando fingeva di avere frainteso l´espressione del maschio (""Io ce l´ho profumato""), sia ";"vt. pénétrer, se répandre (en, dans)";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
94;"stàcco";;"lo";0;"La difesa sosteneva che nei telecomunicati, il personaggio pronunciava la frase con uno stacco significativo fra ""Io ce l´ho sempre"" e ""Durex"", cosicché risultava indubitabile lo specifico ed exclusivo riferimento al prodotto.";"1.( lo staccare) le détachement
2. (fig: intervallo) l´intervalle
3. (fra colori) le contraste";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
95;"cosicché";;;0;"La difesa sosteneva che nei telecomunicati, il personaggio pronunciava la frase con uno stacco significativo fra ""Io ce l´ho sempre"" e ""Durex"", cosicché risultava indubitabile lo specifico ed exclusivo riferimento al prodotto.";"cong. 1. de façon que, de manière que, de sorte que";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
96;"rimproveràre";;;0;"Una nutrita serie di controversie è poi quella che rimprovera a certi messaggi pubblicitari l´uso di espressioni verbali o di immagini nemmeno velate dal paravento dell´ambiguità o del doppiosenso, ma a contenuto esplicitamente indecente e volgare.";"vt. 1. reprocher
2. gronder, réprimander";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
97;"svòlgere";;;0;"Di condanna è stata anche la sentenza contro una campagna di affissioni svolta dalla società Primizie, per promuovere capi di abbligliamento per donna e bambino, basata su un manifesto rappresentante un  bambino e una bambina di circa 5 anni, seduti l´uno";"vt. 1. dérouler, dévider: - un gomitolo, dérouler un peloton
2. (fig) développer: hai svolto bene il tema
3. (fig) mener: - un´inchiesta";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
98;"càpo";;"il";0;"Di condanna è stata anche la sentenza contro una campagna di affissioni svolta dalla società Primizie, per promuovere capi di abbligliamento per donna e bambino, basata su un manifesto rappresentante un  bambino e una bambina di circa 5 anni, seduti l´uno";"1. la tête: a - scoperto
2. la pièce: - di biancheria, di vestiario";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
99;"mutandina";;"la";0;"Di condanna è stata anche la sentenza contro una campagna di affissioni svolta dalla società Primizie, per promuovere capi di abbligliamento per donna e bambino, basata su un manifesto rappresentante un  bambino e una bambina di circa 5 anni, seduti l´uno";"(spec. al pl.) le slip, (da donna) la culotte";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
100;"manifèsto";;"il";0;"Di condanna è stata anche la sentenza contro una campagna di affissioni svolta dalla società Primizie, per promuovere capi di abbligliamento per donna e bambino, basata su un manifesto rappresentante un  bambino e una bambina di circa 5 anni, seduti l´uno";"1. l´affiche, le placard: manifesti elettorali
2. (documento culturale, politico) le manifeste";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
101;"bìmbo";;"il";0;"Di condanna è stata anche la sentenza contro una campagna di affissioni svolta dalla società Primizie, per promuovere capi di abbligliamento per donna e bambino, basata su un manifesto rappresentante un  bambino e una bambina di circa 5 anni, seduti l´uno";"le petit enfant";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
102;"cómpiere";;;0;"Può ben darsi che la maggioranza delle persone, ed in particolare le persone mature, non si scandalizzerebbero affatto nel vedere casualmente su di una spiaggia, compiuto da due bambini, il gesto rappresentato nei manifesti, ed anzi ne resterebbero intene";"vt. 1. accomplir, réaliser: - un sacrificio
2. achever, terminer, finir: - gli studi";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
103;"intenerìre";;;0;"Può ben darsi che la maggioranza delle persone, ed in particolare le persone mature, non si scandalizzerebbero affatto nel vedere casualmente su di una spiaggia, compiuto da due bambini, il gesto rappresentato nei manifesti, ed anzi ne resterebbero intene";"(pr e fig) vt. attendrir";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
104;"ànzi";;;0;"Può ben darsi che la maggioranza delle persone, ed in particolare le persone mature, non si scandalizzerebbero affatto nel vedere casualmente su di una spiaggia, compiuto da due bambini, il gesto rappresentato nei manifesti, ed anzi ne resterebbero intene";"1. ou mieux, ou plutôt
2. (con valore avvers.) au contraire: non mi dispiace, - mi fa piacere";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
105;"radunàre";;;0;"Può ben darsi che la maggioranza delle persone, ed in particolare le persone mature, non si scandalizzerebbero affatto nel vedere casualmente su di una spiaggia, compiuto da due bambini, il gesto rappresentato nei manifesti, ed anzi ne resterebbero intene";"vt. 1. (adunare, riunire) réunir, rassembler
2. (raccogliere) regrouper, ramasser";7.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
106;"affidàre";;;0;"Di particolare interesse per la problematica considerata sono poi quei messaggi in cui l´allusione sessuale è affidata non tanto a immagini dirette ed esplicite, quanto a suggestioni più latenti ed indirette.";"vt. 1. confier: - a q. documenti riservati
2. remettre, donner, confier: - un bambino alle cure di q.";8.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
107;"incòngruo";;;0;"Inoltre, il contesto contiene elementi incongrui e dissonanti rispetto a come realisticamente si può configurare un´orgia sessuale: l´ambientazione in un teatro risulta piuttosto inconsueta, molti dei personnaggi, dall´abbigliamento e dall´aria raffinata,";"agg. 1. (insufficiente) insuffisant
2. (sproporzionato) disproportionné";8.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
108;"inconsuèto";;;0;"Inoltre, il contesto contiene elementi incongrui e dissonanti rispetto a come realisticamente si può configurare un´orgia sessuale: l´ambientazione in un teatro risulta piuttosto inconsueta, molti dei personnaggi, dall´abbigliamento e dall´aria raffinata,";"agg. inhabituel, insolite";8.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
109;"apparìre";;;0;"Inoltre, il contesto contiene elementi incongrui e dissonanti rispetto a come realisticamente si può configurare un´orgia sessuale: l´ambientazione in un teatro risulta piuttosto inconsueta, molti dei personnaggi, dall´abbigliamento e dall´aria raffinata,";"vi. 1. apparaître: - all´orizzonte
2. (seguito da un agg.) paraître, sembler: - triste; la soluzione non appare facile";8.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
110;"benintéso";;;0;"In precendenti decisioni, il Giurì aveva optato per la non perseguibilità del linguaggio puramente simbolico, beninteso, nei casi in cui il simbolo non appaia immediatamente trasparente ed il contesto non favorisca in modo inequivocabile la diretta decodi";"avv. bien entendu, naturellement";8.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
111;"adoperàre";;;0;"Tale pubblicità era stata denunciata poiché l´immagine femminile così proposta, privata del resto della figura, tenuto conto del testo del messaggio, non rispetterebbe la dignità della persona, essendo il corpo femminile, e in ispecie una parte di esso, a";"vt. 1. se servir (de): - un coltello
2. employer: - bene il propio tempo";8.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
112;"alla strégua di";;;0;"Tale pubblicità era stata denunciata poiché l´immagine femminile così proposta, privata del resto della figura, tenuto conto del testo del messaggio, non rispetterebbe la dignità della persona, essendo il corpo femminile, e in ispecie una parte di esso, a";"à la manière de";8.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
113;"gradévole";;;0;"Un uomo può conquistare l´amore di una donna, una donna l´amore di un uomo, giovandosi di armi e strumenti i più disparati, di cui la gradevolezza della vicinanza fisica non è il meno importante, ed è appunto ciò per cui serve un profumo.";"agg. agréable";8.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
114;"boccetta";;"la";0;"Tale messaggio, sotto la scritta di testa ""Baldoria. Dichiaratamente antifemminista"", e la riproduzione di una boccetta di eau de toilette ""Baldoria"", portava la raffigurazione fotografica di una bella e giovane donna bionda, in abito lungo vistosamente s";"le flacon";8.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
115;"raffigurazióne";;"la";0;"Tale messaggio, sotto la scritta di testa ""Baldoria. Dichiaratamente antifemminista"", e la riproduzione di una boccetta di eau de toilette ""Baldoria"", portava la raffigurazione fotografica di una bella e giovane donna bionda, in abito lungo vistosamente s";"la représentation, la figuration";8.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sesso e vendite: esperienze di uno psicologo ne iurì dell´autodisciplina pubblicitaria";;1,00;0,00;0,00;0
116;"essere in grado di";;;0;"Di recente sono state messe a punto terapie brevi in grado di porre fine agli attacchi di ansia.";"être en mesure de, être à même de";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
117;"svèlto";;;0;"""D´improviso il mio corpo è attraversato da una strana sensazione, divento nervosa e il cuore mi comincia a battere più svelto. Sono scossa da un tremito e ho paura di perdere il controllo."" Sono parole di una casalinga, che fra l´altro ha una grande paur";"agg. 1. rapide, prompt, leste
2. (slanciato) svelte
3. (sveglio) dégourdi, éveillé";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
118;"scòsso";;;0;"""D´improviso il mio corpo è attraversato da una strana sensazione, divento nervosa e il cuore mi comincia a battere più svelto. Sono scossa da un tremito e ho paura di perdere il controllo."" Sono parole di una casalinga, che fra l´altro ha una grande paur";"agg. 1. agité
2. (fig) troublé";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
119;"casalìnga";;"la";0;"""D´improviso il mio corpo è attraversato da una strana sensazione, divento nervosa e il cuore mi comincia a battere più svelto. Sono scossa da un tremito e ho paura di perdere il controllo."" Sono parole di una casalinga, che fra l´altro ha una grande paur";"la ménagère";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
120;"fra (tra) l´altro";;;0;"""D´improviso il mio corpo è attraversato da una strana sensazione, divento nervosa e il cuore mi comincia a battere più svelto. Sono scossa da un tremito e ho paura di perdere il controllo."" Sono parole di una casalinga, che fra l´altro ha una grande paur";"entre autres";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
121;"fare la códa";;;0;"Una volta ha avuto un attacco mentre faceva la coda alla cassa del supermercato; propio quando finalmente era arrivato il suo turno, aveva lasciato lì il carrello della spesa e fra gli sguardi meravigliati degli altri clienti si era precipitata fuori dal ";"faire la queue";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
122;"sguàrdo";;"lo";0;"Una volta ha avuto un attacco mentre faceva la coda alla cassa del supermercato; propio quando finalmente era arrivato il suo turno, aveva lasciato lì il carrello della spesa e fra gli sguardi meravigliati degli altri clienti si era precipitata fuori dal ";"1. le regard
2. (occhiata) le coup d´oeil";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
123;"corsìa d´emergenza";;"la";0;"Mentre viaggia in autostrada a 180 km/h, senza ragioni apparenti il cuore gli batte fortissimo. Con una manovra azzardata riesce a fermarsi nella corsia d´emergenza.";"le couloir de secours";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
124;"avvertìre";;;0;"Una giovane pittrice ha venduto il suo primo quadro a un museo. Sta per telefonare al suo ragazzo per dargli la buona notizia, quando avverte un batticuore violentissimo.";"1. percevoir: - un rumore
2. ressentir: - la stanchezza";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
125;"fùlmine";;"il";0;"Come fulmini a ciel sereno, attacchi di eccezionale malessere, colgono di sorpresa un buon numero di persone. Nella maggior parte dei casi non si riesce a trovare nessuna causa fisica e gli stessi pazienti in genere non sanno che cosa abbia scatenato quel";"1. la foudre: albero colpito dal - 
2. (fig) éclair - a ciel sereno: coup de tonnerre";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
126;"cògliere";;;0;"Come fulmini a ciel sereno, attacchi di eccezionale malessere, colgono di sorpresa un buon numero di persone. Nella maggior parte dei casi non si riesce a trovare nessuna causa fisica e gli stessi pazienti in genere non sanno che cosa abbia scatenato quel";"1. (fig) saisir: - l´occasione favorevole
2. (fig) saisir, percevoir: - l´importanza di qc.
3. surprendre: essere colti dalla tormenta";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
127;"scatenàre";;;0;"Come fulmini a ciel sereno, attacchi di eccezionale malessere, colgono di sorpresa un buon numero di persone. Nella maggior parte dei casi non si riesce a trovare nessuna causa fisica e gli stessi pazienti in genere non sanno che cosa abbia scatenato quel";"(fig) vt. exciter, déchaîner, déclencher";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
128;"ostacolàre";;;0;"Come fulmini a ciel sereno, attacchi di eccezionale malessere, colgono di sorpresa un buon numero di persone. Nella maggior parte dei casi non si riesce a trovare nessuna causa fisica e gli stessi pazienti in genere non sanno che cosa abbia scatenato quel";"vt. contrarier, empêcher, entraver, gêner";9.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
129;"impaurìre";;;0;"Sulle prime il paziente non prova in realtà nessuna angoscia nel senso corrente della parola: sono piuttosto le violente reazioni fisiche a impaurirlo. Il paziente comincia ad evitare le situazioni in cui potrebbe sentirsi particolarmente a disagio o espo";"vt. effrayer, effaroucher
vi e i pron. s´effrayer, s´effaroucher";10.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
130;"sentirsi a disàgio";;;0;"Sulle prime il paziente non prova in realtà nessuna angoscia nel senso corrente della parola: sono piuttosto le violente reazioni fisiche a impaurirlo. Il paziente comincia ad evitare le situazioni in cui potrebbe sentirsi particolarmente a disagio o espo";"se sentir mal à l´aise, éprouver de la gêne";10.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
131;"malgràdo";;;0;"Pan era talmente brutto che la madre l´abbandonò quando vide che cos´aveva messo al mondo. Malgrado il suo fondamentale buon carattere, ogni tanto volgeva al cattivo. Per lo più andava in collera quando veniva disturbato nel sonno, specialmente a mezzogio";"prep. malgré: - le difficoltà
cong. bien que, quoique: - fosse tardi, sono arrivato in tempo";10.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
132;"malcapitàto";;"il";0;"Pan era talmente brutto che la madre l´abbandonò quando vide che cos´aveva messo al mondo. Malgrado il suo fondamentale buon carattere, ogni tanto volgeva al cattivo. Per lo più andava in collera quando veniva disturbato nel sonno, specialmente a mezzogio";"le malheureux, le malchanceux";10.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
133;"grégge";;"il";0;"Pan era talmente brutto che la madre l´abbandonò quando vide che cos´aveva messo al mondo. Malgrado il suo fondamentale buon carattere, ogni tanto volgeva al cattivo. Per lo più andava in collera quando veniva disturbato nel sonno, specialmente a mezzogio";"(anche fig) le troupeau";10.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
134;"sfruttàre";;;0;"Un´altra divinità greca con la particolare capacità di terrorizzare i nemici era Fobos, secondo la mitologia gemello di Deimos e figlio di Ares, dio della guerra. Molti guerrieri a quei tempi sfruttavano la capacità di Fobos di seminare il terrore, portan";"vt. 1. exploiter: - una miniera
2. (utilizzare) utiliser
3. (fig) exploiter, profiter (de)";10.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
135;"spaventàre";;;0;"Un´altra divinità greca con la particolare capacità di terrorizzare i nemici era Fobos, secondo la mitologia gemello di Deimos e figlio di Ares, dio della guerra. Molti guerrieri a quei tempi sfruttavano la capacità di Fobos di seminare il terrore, portan";"vt. effrayer, épouvanter";10.5.1996 00:00:00;1.9.1990 00:00:00;2;"Sopraffatti dal nulla";;1,00;0,00;0,00;0
